score,value,attention_1,attention_2,attention_3,attention_4,attention_5,attention_6,attention_7,attention_8,attention_9,attention_10,attention_11,attention_12,inter_hidden_1,inter_hidden_2,inter_hidden_3,inter_hidden_4,inter_hidden_5,inter_hidden_6,inter_hidden_7,inter_hidden_8,inter_hidden_9,inter_hidden_10,inter_hidden_11,inter_hidden_12,residual_1,residual_2,residual_3,residual_4,residual_5,residual_6,residual_7,residual_8,residual_9,residual_10,residual_11,residual_12,ricci_sum_1,ricci_sum_2,ricci_sum_3,ricci_sum_4,ricci_sum_5,ricci_sum_6,ricci_sum_7,ricci_sum_8,ricci_sum_9,ricci_sum_10,ricci_sum_11,ricci_sum_12,ricci_mean_1,ricci_mean_2,ricci_mean_3,ricci_mean_4,ricci_mean_5,ricci_mean_6,ricci_mean_7,ricci_mean_8,ricci_mean_9,ricci_mean_10,ricci_mean_11,ricci_mean_12,ricci_var_1,ricci_var_2,ricci_var_3,ricci_var_4,ricci_var_5,ricci_var_6,ricci_var_7,ricci_var_8,ricci_var_9,ricci_var_10,ricci_var_11,ricci_var_12,parameters,predicted_f1
0.869609522464329,47.35908,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,1280.0,1280.0,1280.0,960.0,1280.0,3072.0,1280.0,3072.0,960.0,960.0,1280.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,430.9229169603235,488.6675842921,1069.2745281544594,1114.4592073495107,709.801439762586,713.7236112604579,1718.0359922566413,772.0635943691798,1576.0568851995772,703.950633653012,699.8747596817504,899.7432553334561,0.448878038500337,0.3817715502282031,0.8353707251206715,0.8706712557418053,0.7393764997526938,0.5575965712972327,0.5592565078960421,0.6031746831009217,0.513039350650904,0.7332819100552208,0.7290362080018233,0.7029244182292625,0.0158710673208322,0.0593923853330053,0.0012152041611538,0.001561180246421,0.0026906215405609,0.0054188326029799,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.0079963176043546,0.0066244300270537,0.0014320501948262,47.35908,0.869609522464329
0.8682776221552461,48.18852,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,3072.0,3072.0,960.0,960.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,509.0498185355682,488.6675842921,1069.2745281544594,1114.4592073495107,909.1074415364704,713.7236112604579,769.8858463090257,772.0635943691798,1576.0568851995772,1870.9008603514844,699.8747596817504,682.9047611396531,0.3976951707309126,0.3817715502282031,0.8353707251206715,0.8706712557418053,0.7102401887003675,0.5575965712972327,0.6014733174289264,0.6031746831009217,0.513039350650904,0.6090172071456655,0.7290362080018233,0.7113591261871387,0.0201496068318823,0.0593923853330053,0.0012152041611538,0.001561180246421,0.0046313019129993,0.0054188326029799,0.002295080475359,0.0039853585530592,0.0152424758663251,0.009840947433508,0.0066244300270537,0.0016232539481782,48.18852,0.8682776221552461
0.8693688302491616,47.35908,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,960.0,1280.0,1280.0,1280.0,960.0,3072.0,1280.0,1280.0,3072.0,960.0,1280.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,430.9229169603235,470.0716390457905,1069.2745281544594,1114.4592073495107,909.1074415364704,556.9289386774113,1718.0359922566413,772.0635943691798,809.8155029930681,1870.9008603514844,699.8747596817504,899.7432553334561,0.448878038500337,0.489657957339365,0.8353707251206715,0.8706712557418053,0.7102401887003675,0.5801343111223035,0.5592565078960421,0.6031746831009217,0.6326683617133344,0.6090172071456655,0.7290362080018233,0.7029244182292625,0.0158710673208322,0.032498724923175,0.0012152041611538,0.001561180246421,0.0046313019129993,0.0051817337066795,0.0025664724810333,0.0039853585530592,0.0105119766477367,0.009840947433508,0.0066244300270537,0.0014320501948262,47.35908,0.8693688302491616
0.8696006359630362,48.437352,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,960.0,960.0,1280.0,960.0,960.0,3072.0,3072.0,3072.0,1280.0,960.0,960.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,430.9229169603235,470.0716390457905,815.4827035082928,1114.4592073495107,709.801439762586,556.9289386774113,1718.0359922566413,1678.792926866246,1576.0568851995772,889.6855809619874,699.8747596817504,682.9047611396531,0.448878038500337,0.489657957339365,0.849461149487805,0.8706712557418053,0.7393764997526938,0.5801343111223035,0.5592565078960421,0.5464820725476062,0.513039350650904,0.6950668601265526,0.7290362080018233,0.7113591261871387,0.0158710673208322,0.032498724923175,0.0007749170265865,0.001561180246421,0.0026906215405609,0.0051817337066795,0.0025664724810333,0.0042835829094575,0.0152424758663251,0.0103909537540757,0.0066244300270537,0.0016232539481782,48.437352,0.8696006359630362
0.8681594074119067,46.52964,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,960.0,960.0,960.0,960.0,960.0,3072.0,1280.0,3072.0,1280.0,1280.0,1280.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,430.9229169603235,470.0716390457905,815.4827035082928,851.0668235842553,709.801439762586,556.9289386774113,1718.0359922566413,772.0635943691798,1576.0568851995772,889.6855809619874,898.4768268250039,899.7432553334561,0.448878038500337,0.489657957339365,0.849461149487805,0.8865279412335992,0.7393764997526938,0.5801343111223035,0.5592565078960421,0.6031746831009217,0.513039350650904,0.6950668601265526,0.7019350209570343,0.7029244182292625,0.0158710673208322,0.032498724923175,0.0007749170265865,0.0010447126762837,0.0026906215405609,0.0051817337066795,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.0103909537540757,0.0071748100300569,0.0014320501948262,46.52964,0.8681594074119067
0.8696780474281418,48.18852,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,1280.0,1280.0,960.0,1280.0,1280.0,3072.0,1280.0,1280.0,3072.0,1280.0,1280.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,430.9229169603235,488.6675842921,1069.2745281544594,851.0668235842553,909.1074415364704,713.7236112604579,1718.0359922566413,772.0635943691798,809.8155029930681,1870.9008603514844,898.4768268250039,899.7432553334561,0.448878038500337,0.3817715502282031,0.8353707251206715,0.8865279412335992,0.7102401887003675,0.5575965712972327,0.5592565078960421,0.6031746831009217,0.6326683617133344,0.6090172071456655,0.7019350209570343,0.7029244182292625,0.0158710673208322,0.0593923853330053,0.0012152041611538,0.0010447126762837,0.0046313019129993,0.0054188326029799,0.0025664724810333,0.0039853585530592,0.0105119766477367,0.009840947433508,0.0071748100300569,0.0014320501948262,48.18852,0.8696780474281418
0.8682872332193656,48.60324,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,3072.0,1280.0,1280.0,960.0,3072.0,1280.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,509.0498185355682,488.6675842921,1069.2745281544594,1114.4592073495107,909.1074415364704,713.7236112604579,1718.0359922566413,772.0635943691798,809.8155029930681,703.950633653012,1974.2252091365715,899.7432553334561,0.3976951707309126,0.3817715502282031,0.8353707251206715,0.8706712557418053,0.7102401887003675,0.5575965712972327,0.5592565078960421,0.6031746831009217,0.6326683617133344,0.7332819100552208,0.642651435265811,0.7029244182292625,0.0201496068318823,0.0593923853330053,0.0012152041611538,0.001561180246421,0.0046313019129993,0.0054188326029799,0.0025664724810333,0.0039853585530592,0.0105119766477367,0.0079963176043546,0.0055597889238644,0.0014320501948262,48.60324,0.8682872332193656
0.8690426203278182,46.94436,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,960.0,1280.0,960.0,1280.0,1280.0,3072.0,960.0,3072.0,1280.0,960.0,960.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,509.0498185355682,470.0716390457905,1069.2745281544594,851.0668235842553,909.1074415364704,713.7236112604579,1718.0359922566413,597.7881448202938,1576.0568851995772,889.6855809619874,699.8747596817504,682.9047611396531,0.3976951707309126,0.489657957339365,0.8353707251206715,0.8865279412335992,0.7102401887003675,0.5575965712972327,0.5592565078960421,0.622695984187806,0.513039350650904,0.6950668601265526,0.7290362080018233,0.7113591261871387,0.0201496068318823,0.032498724923175,0.0012152041611538,0.0010447126762837,0.0046313019129993,0.0054188326029799,0.0025664724810333,0.0037823899264446,0.0152424758663251,0.0103909537540757,0.0066244300270537,0.0016232539481782,46.94436,0.8690426203278182
0.868641392030915,46.94436,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,960.0,1280.0,1280.0,960.0,3072.0,3072.0,1280.0,1280.0,960.0,960.0,960.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,509.0498185355682,470.0716390457905,1069.2745281544594,1114.4592073495107,709.801439762586,1525.5648755574878,1718.0359922566413,772.0635943691798,809.8155029930681,703.950633653012,699.8747596817504,682.9047611396531,0.3976951707309126,0.489657957339365,0.8353707251206715,0.8706712557418053,0.7393764997526938,0.4966031495955363,0.5592565078960421,0.6031746831009217,0.6326683617133344,0.7332819100552208,0.7290362080018233,0.7113591261871387,0.0201496068318823,0.032498724923175,0.0012152041611538,0.001561180246421,0.0026906215405609,0.0051387266251673,0.0025664724810333,0.0039853585530592,0.0105119766477367,0.0079963176043546,0.0066244300270537,0.0016232539481782,46.94436,0.868641392030915
0.8681687384420911,47.7738,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,1280.0,3072.0,1280.0,1280.0,1280.0,1280.0,3072.0,960.0,960.0,960.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,509.0498185355682,488.6675842921,1069.2745281544594,2045.6516949910224,909.1074415364704,713.7236112604579,769.8858463090257,772.0635943691798,1576.0568851995772,703.950633653012,699.8747596817504,682.9047611396531,0.3976951707309126,0.3817715502282031,0.8353707251206715,0.6659022444632234,0.7102401887003675,0.5575965712972327,0.6014733174289264,0.6031746831009217,0.513039350650904,0.7332819100552208,0.7290362080018233,0.7113591261871387,0.0201496068318823,0.0593923853330053,0.0012152041611538,0.0536326687867176,0.0046313019129993,0.0054188326029799,0.002295080475359,0.0039853585530592,0.0152424758663251,0.0079963176043546,0.0066244300270537,0.0016232539481782,47.7738,0.8681687384420911
0.8683590248366336,48.18852,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,3072.0,960.0,1280.0,3072.0,960.0,1280.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,509.0498185355682,488.6675842921,1069.2745281544594,1114.4592073495107,909.1074415364704,713.7236112604579,1718.0359922566413,597.7881448202938,809.8155029930681,1870.9008603514844,699.8747596817504,899.7432553334561,0.3976951707309126,0.3817715502282031,0.8353707251206715,0.8706712557418053,0.7102401887003675,0.5575965712972327,0.5592565078960421,0.622695984187806,0.6326683617133344,0.6090172071456655,0.7290362080018233,0.7029244182292625,0.0201496068318823,0.0593923853330053,0.0012152041611538,0.001561180246421,0.0046313019129993,0.0054188326029799,0.0025664724810333,0.0037823899264446,0.0105119766477367,0.009840947433508,0.0066244300270537,0.0014320501948262,48.18852,0.8683590248366336
0.8681022527920905,48.437352,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,960.0,1280.0,960.0,960.0,3072.0,3072.0,3072.0,960.0,960.0,960.0,960.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,509.0498185355682,470.0716390457905,1069.2745281544594,851.0668235842553,709.801439762586,1525.5648755574878,1718.0359922566413,1678.792926866246,647.3597415249311,703.950633653012,699.8747596817504,682.9047611396531,0.3976951707309126,0.489657957339365,0.8353707251206715,0.8865279412335992,0.7393764997526938,0.4966031495955363,0.5592565078960421,0.5464820725476062,0.6743330640884699,0.7332819100552208,0.7290362080018233,0.7113591261871387,0.0201496068318823,0.032498724923175,0.0012152041611538,0.0010447126762837,0.0026906215405609,0.0051387266251673,0.0025664724810333,0.0042835829094575,0.0069896734082711,0.0079963176043546,0.0066244300270537,0.0016232539481782,48.437352,0.8681022527920905
0.8684307406982162,47.7738,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,960.0,1280.0,960.0,1280.0,960.0,3072.0,3072.0,1280.0,1280.0,1280.0,1280.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,509.0498185355682,470.0716390457905,1069.2745281544594,851.0668235842553,909.1074415364704,556.9289386774113,1718.0359922566413,1678.792926866246,809.8155029930681,889.6855809619874,898.4768268250039,899.7432553334561,0.3976951707309126,0.489657957339365,0.8353707251206715,0.8865279412335992,0.7102401887003675,0.5801343111223035,0.5592565078960421,0.5464820725476062,0.6326683617133344,0.6950668601265526,0.7019350209570343,0.7029244182292625,0.0201496068318823,0.032498724923175,0.0012152041611538,0.0010447126762837,0.0046313019129993,0.0051817337066795,0.0025664724810333,0.0042835829094575,0.0105119766477367,0.0103909537540757,0.0071748100300569,0.0014320501948262,47.7738,0.8684307406982162
0.8681748746462288,48.437352,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,1280.0,960.0,960.0,960.0,3072.0,960.0,1280.0,3072.0,3072.0,960.0,960.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,430.9229169603235,488.6675842921,815.4827035082928,851.0668235842553,709.801439762586,1525.5648755574878,589.1544726094298,772.0635943691798,1576.0568851995772,1870.9008603514844,699.8747596817504,682.9047611396531,0.448878038500337,0.3817715502282031,0.849461149487805,0.8865279412335992,0.7393764997526938,0.4966031495955363,0.6137025756348228,0.6031746831009217,0.513039350650904,0.6090172071456655,0.7290362080018233,0.7113591261871387,0.0158710673208322,0.0593923853330053,0.0007749170265865,0.0010447126762837,0.0026906215405609,0.0051387266251673,0.0024564873694476,0.0039853585530592,0.0152424758663251,0.009840947433508,0.0066244300270537,0.0016232539481782,48.437352,0.8681748746462288
0.8680065454597937,48.437352,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,1280.0,1280.0,960.0,960.0,960.0,3072.0,3072.0,3072.0,960.0,960.0,960.0,960.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,509.0498185355682,488.6675842921,815.4827035082928,851.0668235842553,709.801439762586,1525.5648755574878,1718.0359922566413,1678.792926866246,647.3597415249311,703.950633653012,699.8747596817504,682.9047611396531,0.3976951707309126,0.3817715502282031,0.849461149487805,0.8865279412335992,0.7393764997526938,0.4966031495955363,0.5592565078960421,0.5464820725476062,0.6743330640884699,0.7332819100552208,0.7290362080018233,0.7113591261871387,0.0201496068318823,0.0593923853330053,0.0007749170265865,0.0010447126762837,0.0026906215405609,0.0051387266251673,0.0025664724810333,0.0042835829094575,0.0069896734082711,0.0079963176043546,0.0066244300270537,0.0016232539481782,48.437352,0.8680065454597937
0.870175162223618,46.94436,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,768.0,960.0,1280.0,960.0,1280.0,1280.0,1280.0,3072.0,1280.0,3072.0,960.0,960.0,960.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,648.0,430.9229169603235,488.6675842921,815.4827035082928,1114.4592073495107,909.1074415364704,713.7236112604579,1718.0359922566413,772.0635943691798,1576.0568851995772,703.950633653012,699.8747596817504,682.9047611396531,0.448878038500337,0.3817715502282031,0.849461149487805,0.8706712557418053,0.7102401887003675,0.5575965712972327,0.5592565078960421,0.6031746831009217,0.513039350650904,0.7332819100552208,0.7290362080018233,0.7113591261871387,0.0158710673208322,0.0593923853330053,0.0007749170265865,0.001561180246421,0.0046313019129993,0.0054188326029799,0.0025664724810333,0.0039853585530592,0.0152424758663251,0.0079963176043546,0.0066244300270537,0.0016232539481782,46.94436,0.870175162223618
